0.391425	0.334532
0.000000	0.000580
0.410510	0.375724
0.158121	0.149623
0.000000	0.000014
0.330512	0.309709
0.076210	0.059687
0.255877	0.220960
0.318996	0.319807
0.382270	0.387497
0.402662	0.399058
0.467868	0.482202
0.320066	0.311415
0.425331	0.438259
0.248749	0.237721
0.227557	0.213201
0.494127	0.471137
0.215095	0.185610
0.000000	0.000000
0.016122	0.022394
0.379316	0.353435
0.003589	0.016210
0.543373	0.548199
0.073641	0.062283
0.000000	0.001996
0.185938	0.164266
0.539593	0.503096
0.420306	0.417803
0.396405	0.373539
0.100030	0.091048
0.000000	0.000391
0.075579	0.057640
0.000000	0.000707
0.390385	0.395113
0.023305	0.033176
0.832833	0.802024
0.359514	0.365378
0.267586	0.264189
0.215095	0.185610
0.114403	0.095725
0.663691	0.633326
0.126741	0.112257
0.366655	0.358342
0.736872	0.723783
0.000000	0.000000
0.323423	0.316872
0.367640	0.355604
0.138191	0.124566
0.359514	0.365378
0.063409	0.049897
0.207897	0.182971
0.112723	0.092805
0.070674	0.068225
0.000000	0.000014
0.091488	0.074759
0.212896	0.187046
0.372055	0.372387
0.471769	0.458917
0.355439	0.341838
0.000000	0.000057
0.162843	0.144186
0.268830	0.233725
0.434609	0.412284
0.000000	0.000000
0.043000	0.033677
0.433721	0.415026
0.005746	0.020945
0.000000	0.006968
0.333536	0.311029
0.000000	0.000497
0.555284	0.522831
0.467868	0.482202
0.356483	0.331491
0.434609	0.412284
0.457460	0.439548
0.678421	0.672399
0.000000	0.002208
0.352116	0.338606
0.086847	0.079175
0.992514	0.972047
0.390385	0.395113
0.010045	0.018075
0.992514	0.972047
0.000000	0.000073
0.161695	0.146359
0.348000	0.334270
0.000000	0.009210
0.042265	0.036876
0.138191	0.124566
0.031445	0.032421
0.000000	0.000207
0.304080	0.307457
0.147160	0.146082
0.394969	0.380873
0.009836	0.014391
0.160665	0.136864
0.000000	0.000002
0.000000	0.000103
0.000000	0.000441
0.386476	0.357754
0.000000	0.000000
0.000000	0.000766
0.434522	0.412192
0.231766	0.212142
0.433310	0.431413
0.236034	0.226984
0.330524	0.303529
0.313696	0.317310
0.000000	0.002816
0.437991	0.436861
0.000000	0.000006
0.231400	0.215336
0.050319	0.044062
0.372617	0.380409
0.061950	0.041547
0.000000	0.000009
0.348000	0.334270
0.277392	0.236700
0.054898	0.046519
0.375614	0.374092
0.326791	0.333473
0.493864	0.491167
0.174743	0.167266
0.408486	0.418360
0.000000	0.000018
0.004716	0.008361
0.352116	0.338606
0.006543	0.009766
0.582148	0.553740
0.042265	0.036876
0.000000	0.000000
0.309801	0.280215
0.023224	0.024747
0.250400	0.244831
0.536962	0.541206
0.555693	0.546560
0.224104	0.219459
0.394331	0.374446
0.342157	0.340698
0.390385	0.395113
0.360233	0.327480
0.037333	0.038484
0.170236	0.157479
0.107164	0.080845
0.333536	0.311029
0.125074	0.108008
0.702479	0.695786
0.220597	0.202174
0.070356	0.057395
0.000000	0.000006
0.000000	0.009210
0.377779	0.362141
0.167085	0.151764
0.000000	0.006188
0.100473	0.061318
0.000000	0.000207
0.825786	0.794011
